"STATION","NAME","DATE","CDSD","DSNW","EMNT","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2022-10",,"0",,"0.0","0.35",,,"0.65","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2022-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0013","CORONA DE TUSCON 0.4 SE, AZ US","2023-07",,"0",,"0.0","0.57",,,"1.25","0.0",,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2013-09",,,,,"1.51",,,"1.87",,,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2013-12",,,,,"0.31",,,"0.83",,,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2014-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2014-07",,,,,"0.99",,,"3.19",,,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2014-09",,,,,"0.33",,,"1.31",,,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2014-10",,"0",,"0.0","0.35",,,"0.35","0.0",,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2015-02",,,,,"0.64",,,"0.99",,,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2015-03",,"0",,"0.0","0.12",,,"0.27","0.0",,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2015-10",,,,,"0.60",,,"2.17",,,,
"US1AZPM0211","GREEN VALLEY 1.3 NNW, AZ US","2016-01",,,,,"0.98",,,"1.52",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2018-06",,"0",,"0.0","0.02",,,"0.04","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2018-07",,,,,"0.48",,,"2.06",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2018-08",,,,,"0.98",,,"3.14",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2018-09",,"0",,"0.0","1.38",,,"1.96","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2018-10",,,,,"1.78",,,"4.56",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2018-11",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2018-12",,,,,"0.57",,,"1.43",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-01",,,,,"0.32",,,"0.44",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-02",,,,,"1.06",,,"2.22",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-03",,"0",,"0.0","0.51",,,"0.75","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-04",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-05",,"0",,"0.0","0.51",,,"0.53","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-06",,"0",,"0.0","0.13",,,"0.14","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-07",,,,,"0.65",,,"1.23",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-08",,,,,"1.59",,,"2.39",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-09",,,,,"1.47",,,"3.96",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-11",,,,,"1.14",,,"2.61",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2019-12",,,,,"0.48",,,"1.56",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-01",,,,,"0.23",,,"0.66",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-02",,"0",,"0.0","0.34",,,"0.74","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-03",,,,,"0.41",,,"0.78",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-04",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-07",,,,,"3.11",,,"4.83",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-09",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-10",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-11",,"0",,"0.0","0.07",,,"0.11","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2020-12",,"0",,"0.0","0.23",,,"0.27","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-01",,,,,"0.13",,,"0.37",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-03",,"0",,"0.0","0.15",,,"0.21","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-06",,"0",,"0.0","0.36",,,"0.36","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-07",,,,,"1.00",,,"5.29",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-08",,,,,"2.10",,,"6.10",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-09",,,,,"0.83",,,"1.94",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-11",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2021-12",,,,,"0.28",,,"0.64",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-01",,"0",,"0.0","0.23",,,"0.31","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-02",,"0",,"0.0","0.08",,,"0.38","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-03",,"0",,"0.0","0.54",,,"0.75","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-06",,,,,"0.52",,,"1.29",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-07",,,,,"0.66",,,"3.85",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-08",,,,,,,,"4.19",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-09",,,,,,,,"2.56",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-10",,,,,,,,"0.64",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-11",,"0",,"0.0","0.00",,,"0.01","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2022-12",,,,,,,,"1.10",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2023-01",,,,,,,,"1.23",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2023-02",,,,,,,,"1.11",,,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2023-03",,"0",,"0.0","0.03",,,"0.43","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2023-05",,"0",,"0.0","0.03",,,"0.16","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0332","SAHUARITA 10.0 WNW, AZ US","2023-07",,,,,"1.21",,,"2.68",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2013-07",,,,,"0.83",,,"2.63",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2013-08",,,,,"0.92",,,"2.21",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2013-09",,"0",,"0.0","0.28",,,"0.68","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2013-11",,"0",,"0.0","1.29",,,"1.84","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2013-12",,"0",,"0.0","0.45",,,"1.01","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-02",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-03",,"0",,"0.0","1.85",,,"1.85","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-04",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-07",,,,,"0.60",,,"3.13",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-08",,,,,"0.41",,,"1.13",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-09",,,,,"0.83",,,"2.12",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-10",,"0",,"0.0","0.68",,,"0.94","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2014-12",,,,,"0.44",,,"1.45",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-01",,,,,"0.69",,,"1.97",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-02",,"0",,"0.0","0.53",,,"1.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-03",,"0",,"0.0","0.28",,,"0.41","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-06",,,,,"0.76",,,"1.20",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-07",,,,,"1.12",,,"2.38",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-08",,,,,"0.27",,,"0.94",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-11",,"0",,"0.0","0.05",,,"0.14","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2015-12",,"0",,"0.0","0.94",,,"1.13","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-01",,"0",,"0.0","1.00",,,"1.40","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-02",,"0",,"0.0","0.21",,,"0.22","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-03",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-04",,"0",,"0.0","0.23",,,"0.54","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-06",,,,,"0.49",,,"1.34",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-07",,,,,"0.77",,,"2.07",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-08",,,,,"0.68",,,"2.06",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-09",,,,,"1.19",,,"2.07",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-10",,"0",,"0.0","0.18",,,"0.20","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2016-12",,,,,"0.45",,,"1.19",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-01",,,,,"0.41",,,"1.16",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-02",,"0",,"0.0","0.06",,,"0.12","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-03",,"0",,"0.0","0.09",,,"0.15","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-04",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-05",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-07",,,,,"0.88",,,"2.59",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-08",,,,,"0.56",,,"1.42",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-09",,"0",,"0.0","0.08",,,"0.19","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-11",,"0",,"0.0","0.13",,,"0.13","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2017-12",,"0",,"0.0","0.45",,,"0.62","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-01",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-02",,,,,"1.41",,,"3.33",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-03",,"0",,"0.0","0.03",,,"0.05","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-06",,"0",,"0.0","0.65",,,"1.08","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-07",,,,,"0.78",,,"2.75",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-08",,,,,"0.81",,,"2.28",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-09",,"0",,"0.0","3.58",,,"3.87","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-10",,,,,"1.21",,,"3.26",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-11",,"0",,"0.0","0.10",,,"0.10","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2018-12",,"0",,"0.0","0.51",,,"1.26","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-01",,"1",,"1.8","0.48",,,"0.96","1.8",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-02",,,,,"0.87",,,"2.43",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-03",,"0",,"0.0","0.39",,,"0.73","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-04",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-05",,"0",,"0.0","0.33",,,"0.35","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-07",,,,,"0.41",,,"0.60",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-08",,,,,"0.70",,,"1.93",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-09",,,,,"1.58",,,"2.59",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-11",,,,,"1.00",,,"2.42",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2019-12",,,,,"0.45",,,"1.61",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-01",,,,,"0.40",,,"0.85",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-02",,"0",,"0.0","0.43",,,"0.99","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-03",,,,,"0.47",,,"0.70",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-04",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-05",,"0",,"0.0","0.45",,,"0.45","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-06",,"0",,"0.0","0.26",,,"0.26","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-07",,,,,"0.21",,,"0.46",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-08",,"0",,"0.0","0.05",,,"0.13","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-09",,"0",,"0.0","0.16",,,"0.16","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-10",,"0",,"0.0","0.08",,,"0.08","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-11",,"0",,"0.0","0.10",,,"0.20","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2020-12",,"0",,"0.0","0.33",,,"0.67","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-01",,,,,"0.43",,,"1.40",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-03",,"0",,"0.0","0.09",,,"0.14","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-04",,"0",,"0.0","0.34",,,"0.34","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-06",,"0",,"0.0","0.04",,,"0.04","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-07",,,,,"3.11",,,"8.14",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-08",,,,,"2.11",,,"4.11",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-09",,,,,"1.44",,,"2.00",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-10",,"0",,"0.0","0.09",,,"0.09","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2021-12",,,,,"0.21",,,"0.79",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-01",,"0",,"0.0","0.44",,,"0.59","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-02",,"0",,"0.0","0.18",,,"0.35","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-03",,"0",,"0.0","0.43",,,"0.63","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-06",,,,,"0.35",,,"0.84",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-07",,,,,"0.89",,,"2.95",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-08",,,,,"0.44",,,"2.37",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-09",,,,,"1.14",,,"3.65",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-10",,,,,"0.25",,,"0.65",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-11",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2022-12",,"0",,"0.0","0.61",,,"1.45","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2023-01",,"0",,"0.0","0.59",,,"0.83","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2023-02",,,,,"0.20",,,"0.64",,,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2023-03",,"0",,"0.0","0.40",,,"0.48","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2023-05",,"0",,"0.0","0.13",,,"0.13","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0172","GREEN VALLEY 3.9 NE, AZ US","2023-07",,,,,"0.34",,,"1.12",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2013-07",,,,,"0.91",,,"2.81",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2013-08",,,,,"0.81",,,"1.94",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2013-09",,"0",,"0.0","0.13",,,"0.17","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2014-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2014-08",,,,,"0.35",,,"1.44",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2014-09",,,,,"0.90",,,"2.30",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2014-12",,,,,"0.42",,,"1.48",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2015-01",,,,,"0.68",,,"1.98",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2015-02",,"0",,"0.0","0.59",,,"0.89","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2015-03",,"0",,"0.0","0.12",,,"0.12","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2015-04",,"0",,"0.0","0.19",,,"0.32","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2016-12",,,,,"0.46",,,"1.24",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2017-07",,,,,"1.00",,,"2.37",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2017-08",,,,,"0.43",,,"1.34",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2017-09",,"0",,"0.0","0.07",,,"0.08","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2017-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2017-11",,"0",,"0.0","0.12",,,"0.12","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-02",,"0",,"0.0","1.68",,,"3.59","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-03",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-06",,"0",,"0.0","0.26",,,"0.26","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-07",,,,,"0.83",,,"2.84",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-08",,,,,"1.02",,,"2.23",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-09",,"0",,"0.0","3.76",,,"4.08","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-10",,,,,"1.49",,,"3.03",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-11",,"0",,"0.0","0.11",,,"0.11","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2018-12",,,,,"0.52",,,"1.23",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-01",,,,,"0.51",,,"1.33",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-02",,,,,"0.90",,,"2.47",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-03",,"0",,"0.0","0.41",,,"0.71","0.0",,,
